Hotel_name,Address,State,Positive_review,Facilities,Description,Price,Hotel_summary
roseview hotel,1b ifite ukpo street,enugu,nice stay roseview hotel challenge problem check receptionist hotel helpful happy choose hotel place pleasant beautiful environment stay hotel totally amazing stay hotel fantastic receive warm reception smile staff reception room beautiful clean comfortable bathroom neat toiletry provide power supply water supply constant staff respectful dutiful highly impressed service use hotel service look see service efficient room comfortable quiet security good hotel easy locate stress locate hotel anytime go atmosphere look serene calm stay happy peaceful,"Restaurant, Bar/Lounge, Security, Air Conditioning, 24 Electricity, Adequate Parking, Dry Cleaning, Bathtub, Study Desk, Wardrobe, Inter Comm Telephone, Fenced compound","Roseview Hotel is situated in an environment that is easy to locate. It has a serene and peaceful atmosphere for guests to relax and get away from their busy schedules. It is situated at  1b, Ifite Ukpo Street, New Haven, Enugu.    Roseview Hotel provides clean and comfy lodgings for its guests. Each room contains a study desk, an intercom telephone, a standing fan, a wardrobe, a private bathroom, air conditioning and a big bed. The rooms vary in size and facilities and come in Single, Regular, Standard, Deluxe and Suite categories.   The restaurant provides guests meals that keep them well fed and nourished. Guests can have their choice of drink at the bar while chilling at the lounge.   Car hire, concierge, a 24-hour room and laundry services are provided on request. Ample parking space has been provided at Roseview Hotel. Guests enjoy a 24-hour power supply.    Interesting Places to Visit near Roseview Hotel  Ngwo Caves Enugu Golf Course National Museum Udi Hills Roseview Hotel is a few minute drive from Akanu Ibiam Airport.     Terms and Conditions  Check in: From 12:00 pm Check out: By 12:00 pm Children: Kids not older than 10 can stay for free Pets: Pets are not permitted                              Roseview hotel is an affordable hotel in   New Heaven ,                             Enugu .",0,supply deluxe water environment security look hour comfy regular airport fantastic anytime warm constant laundry receive interesting stay course wardrobe car condition respectful use toiletrysupply bed receptionist reception smile telephone parking totally cave concierge serene efficient intercom relax choice busy near big clean nourish haven beautiful quiet amazing air fed kid impressed atmosphere study schedule pet drive easy affordable hill nice udi enjoy single good happy power fan situate hire restaurant lodging private choose size guest suite drink meal bathroom space child peaceful check comfortable old visit conditioning term calm vary hotel dutiful away new desk neat locate national service minute come room request helpful museum pleasant facility category standard bar staff street permit heaven free place highly provide ample contain lounge golf stand
rosewood residence lagos,113a mainland way dolphin estate ikoyi,lagos,stay good   wonderful stay hotel   great comfort serene environment efficient staff good stay rosewood hotel fact good extend stay nice lovely   big thank hotels.ng recommend place good service render facility fully functional staff nice professional discharge duty highly recommend lovely guest house feel like home staff pleasant helpful room spacious immaculate worth price food excellent definitely return hotel town enjoy stay hotel room worth price pay arrange bed comfortable bathroom toilet contain necessary toiletry problem hotel fact visitor allow room,"Restaurant, Security, Wireless Internet, Air Conditioning, 24 Electricity, Adequate Parking, Dry Cleaning, Adequate Parking Space, 24 hours Electricity, Flatscreen TV, CCTV camera","Rosewood Residence, Ikoyi, is a world class guest house situated in a serene and secure environment within 113A Mainland Way, Dolphine Estate, Ikoyi, Lagos Nigeria. Easily accessed from anywhere in Lagos. The management team profile is made up of experienced and well-trained personnel who are friendly, reliable and respectful. Basically, the Rosewood Residence is designed to offer our guests greater comfort and convenience obtainable from our elegant and sophisticated accommodation, to efficient and friendly services, indeed the Hotel offers a uniquely superior experience.    Other attractions are excellent and numerous; there are well equipped Halls for banquets, wedding and AGM's (Annual General Meetings) etc Come and relax at the beautifully laid out garden bars are very unique, exclusively beautiful and quiet.    Each room at Rosewood Residence has a spacious bathroom, king-sized beds, cable connected TV sets, refrigerators, bedding items and air conditioners. Also available at the hotel are free WiFi, a restaurant, free parking and a bar. The hotel staffs are friendly and polite. They also provide various services to cater for your needs from personal laundry, dining and bar service.    Services available include 24-hour front desk, Concierge service, Luggage storage, Express check-in/check-out, Cleaning services, Daily maid service, Ironing service, Dry cleaning/Laundry service and room service In addition, guests can also enjoy airport shuttle service (additional charges), ironing service(additional services) etc on request.     Interesting Places     Freedom Park, Lagos Island, Tafawa Balewa Square, Muri Okunola Park     Hotel Policy  Check In: 02:00 PM Check Out: 12:00 PM Required: a valid ID card is required Children: All children are allowed Pets: No pets allowed Payment: Cash                                       Rosewood Residence Lagos is a budget hotel in   Ikoyi ,                             Lagos .",17750,price arrange offer polite definitely environment excellent experienced lovely food numerous wedding set airport card friendly refrigerator professional need comfort require laundry obtainable interesting stay muri personnel respectful annual addition bed return parking feel profile lay concierge serene efficient toilet team accommodation policy payment house experience fact relax reliable big way render iron convenience beautiful thank superior easily quiet sized banquet equip estate air worth connect cleaning rosewood mainland residence sophisticated pet personal nice elegant like toiletry attraction fullybudget maid enjoy king good garden cater include visitor general situate management hall restaurant home access ironing shuttle extend exclusively cash guest town daily island uniquely beautifully design bathroom child storage check park comfortable dining unique conditioner wifi square hotel item dry world desk allow service come train room necessary helpful request pleasant spacious luggage facility functional great recommend bar staff meeting available free basically place highly provide immaculate freedom discharge contain cable secure wonderful express valid additional agm hour duty class
royal birds hotel & tower,alagbaka quaters  gra akure south ondo,ondo,fine bedspread old nice time hotel enjoy stay hotel local standard environment clean good thing staff nice friendly bad thing place toiletry available use bathroom stay hotel family night wonderful time   thank hotel staff excellent customer service render stay later date frequent akure fail stay hotel stay go far like room conventional room place like lagos example spacious way comfortable like hotel hotel beautiful conducive impressed power supply food taste nice affordable worthy note staff nice courteous efficient duty wonderful stay hotel room stylishly decorate air condition work toilet toiletry room service awesome staff ready assist guest enjoy stay royal birds hotel nice place stay room clean comfortable staff nice like place stay hotel nice need management work have well food menu morning hotel keep get bread tea breakfast tea ask lady kitchen give cold reply nice notice woman educate think woman educate job well thing good great week hotel clean food nice treat nice akure beautiful place nice welcome people imlook forward come soon stay hotel okay hotel meet standard usual customer service great come hotel good ile ife good work maintain standard hotel ok satisfied service render,"Restaurant, Security, Wireless Internet, Air Conditioning, 24 Electricity, Adequate Parking, Fitness facilities, Security, Study Desk, DSTV, Television, Sofa","Royal Birds Hotel &amp; Tower is a standard hotel situated at  Alagbaka Quarters, GRA, Akure South, Ondo.      Royal Birds Hotel &amp; Tower has various rooms categorised into: Deluxe Double, Tower Double, Tower Suite. All rooms are well designed and fitted with air-conditioners, flat-screen TVs with cable connection, refrigerator, wardrobe, king-sized bed, free internet and ensuite bathroom fitted with a shower and all necessary toiletries. These rooms are, however, booked at different prices.    Royal Birds Hotel &amp; Tower restaurant serves local and foreign delicacies. The onsite bar is stocked with soft drinks, alcoholic and non-alcoholic wine. Guests can enjoy exercise sessions in the fitness centre.    Laundry/dry-cleaning service is offered at an extra cost. Car hire can be made available on request. Ample parking space and security is guaranteed as the complex is guarded 24/7.      Interesting Places to Visit near Royal Birds Hotel &amp; Tower  Idanre Hills Okitipupa Ondo City Federal University of Technology Akure Ikare Beaches      Terms and Conditions  Check in: From 12:00pm (ID Required) Check-Out: By 12:00pm Payment: Cash  Children: Children under age 13 stay free. Rolling bed available at a surcharge.                              ROYAL BIRDS HOTEL &amp; TOWER is a top-class hotel in   Akure ,                             Ondo .",41200,supply deluxe offer later ask excellent environment security fit thing woman food taste forward awesome non usual lady friendly exercise screen refrigerator example worthy need require laundry interesting stay wardrobe car tower condition university stock use menu bed centre parking age welcome treat session wine people fitness efficient dutyprice assist maintain guard federal toilet south payment tv ile bird kitchen think different quarter time near clean way render okay beautiful thank date amp sized ensuite air soon soft impressed cleaning complex note bedspread meet affordable reply hill nice tea family like toiletry bread enjoy work king good gra royal fine power frequent ready onsite management situate rolling hire restaurant surcharge local ife extra courteous foreign cash guest suite notice categorise morning drink guarantee educate stylishly design bathroom flat delicacy space child check old comfortable visit cold term conditioner beach satisfied connection hotel dry double job serve service city customer come shower room internet necessary alcoholic request spacious week birds standard great far bar staff cost available free conducive technology place ample cable wonderful breakfast conventional night book decorate class
royal birds motel limited,ijapo estate owo avenue,ondo,room nice   stay long period time service good staff respectful good stay hotel bad nice actually enjoy stay fact rate hotel issue wifi work complain hotel personnel leave hope work eventually good stay like commend hotels.ng efficiency make reservation lovely place hotel surpass imagination staff super courteous nice room spacious clean scenery nice good stay glad return hotel great place blast stay remember stay hotel long time ago think wow great place hope maintain standard great surprise maintain standard improve greatly great staff beautiful tidy room warm reception clean environment definitely return royal bird motel good hotel ondo state hotel customer service superb meal serve taste delicious staff customer friendly ready help guest pleased service render hotel stay hotel good go plan good service guy welldone stay hotel food environment clean tidy tidy customer service okay .... room improvement,"Restaurant, Business Centre, Wireless Internet, Laundry, Dry Cleaning, Restaurant, Bar/Lounge, Breakfast, Air Conditioning, Ironing, 24 Electricity, Security, Security Guard, Car rental, Room service 24h, Adequate Parking Space","Royal Bird Motel is located at  9 Owo Avenue, Ijapo Estate, Oke-Ijebu, Akure, Nigeria .  Royal Bird Motel has unique and well-equipped rooms that are of different categories for you to choose from. These categories are the Deluxe Double, Tower Deluxe, Deluxe Suite and Presidential Suite. The rooms are ergonomically designed with arranged furnishing, king-sized bed, Mid-size refrigerator, air-conditioning, satellite connected TV, coffee and tea makers, an en-suite bathroom, a minibar, and a work desk for maximum productivity. Some of these rooms have an iron/ironing board and an in-room safe.  A number of facilities have been put in place to meet the utmost needs of guests. These facilities include: free Wi-Fi, swimming pool, conference facilities with a capacity of 250, free on-site parking lot, a well-equipped gym, a supermart and an on-site restaurant and bar/lounge where guests can enjoy a variety of dishes and drinks. Security is a top priority and as such security personnel are on the hotel premises round-the-clock.  Royal Bird Motel offers additional services on request. These services include: laundry/dry cleaning services, daily maid service, 24-hour Room service and a Business centre.                              Royal Birds Motel Limited is a budget hotel in   Akure ,                             Ondo .",15350,deluxe arrange offer efficiency definitely environment priority minibar security lovely taste food issue improvement mid friendly refrigerator utmost need warm number welldone laundry stay tower safe personnel respectful reservation imagination super state bed centre reception return parking lot hope superb maintain commendbudget capacity eventually furnishing fact bird think different ago time business clean render iron round okay period beautiful scenery sized maximum equip estate ergonomically air productivity plan connect cleaning avenue meet nice tea like surprise maid enjoy work king good royal owo include rate ready long restaurant conference motel wow remember choose size ironing premise courteous clock glad guest suite daily pool satellite drink variety meal design bathroom dish help presidential pleased conditioning unique wifi gym hotel dry board double desk serve delicious locate service customer surpass room request spacious tidy facility category standard great bar staff free site place oke swimming coffee actually greatly guy lounge additional improve maker hour blast
royal castle hotel,96 abel jumbo st mile2 diobu behind azikiwe police station.,rivers,get hotel business.the staff responsible washing washing cleaning cleaning impressive fact electricity period stay light go hotel immediately generator hotel maintain staff helpful friendly bit difficult locate hotel inside heart town nice decent accommodation enjoy stay light till dawn good service hotel good ok price need work services.their reception good thing ok,"Restaurant, Bar/Lounge, Security, Air Conditioning, 24 hours Electricity, Adequate Parking Space, Television, Room Service, Luggage Storage, concierge","Welcome to Royal Castle Hotel. Our hotel is in a nice area with good security. Our hotel has a lot of amenities and facilities that make your stay an enjoyable one. We have a restaurant that serves good food, 24 hour electricity for our guests comfort, an event hall for your events, a bar for chilling and drinks. We also offer dry cleaning and house keeping. All our rooms are clean and comfortable. Book a room with us. Royal Castle Hotel is a new concept in guest housing to serve the interest of all and sundry, irrespective of your social status, hence our prices are very moderate to enable everyone have a taste of our services.                             Royal Castle Hotel is an affordable hotel in   Port Harcourt ,                             Rivers .",3625,price niceconcept impressive enjoy offer decent maintain work hotel dawn good immediately dry royal bit status housing accommodation thing security event area responsible house food new social taste locate serve service fact friendly restaurant light hall need clean generator helpful room comfort harcourt interest period stay inside enjoyable facility port washing staff bar electricity castle heart town guest amenity drink cleaning reception till enable sundry affordable welcome lot keeping comfortable nice irrespective book moderate hour
royal choice inn,beside the national christian centre behind cbn central business district,abuja,room clean room service slow take   forever attend response intercom reception slow wi fi serene environment customer service good extend stay comfortable place friendly staff poor management wifi promise stay hotel okay ought term good facility service delivery issue check check okay staff nice friendly environment comfortable stay okay hotel hotel insist arrival receive payment pay eventually confirm payment good end hotel bad good totally enjoy stay air conditioner work swap room severally television old limited channel wardrobe bad facility good customer service nice,"Restaurant, Restaurant, Adequate Parking, Wardrobe, Flatscreen TV, DSTV, Room Service, Refrigerator, Toiletries","Royal Choice Inn  is a brand new and recently opened facility situated at Central Business District in Abuja.   Offering well-equipped modern accommodation, each spacious en-suite room at  Royal Choice Inn  features DSTV (TV entertainment), a refrigerator, powerful showers, free WIFI access and work desks. The hotel houses fully furnished air-conditioned rooms which are fitted with flat screen TVs and wall paintings. Selected rooms are fitted with a kitchenette, microwave, tea/coffee facilities, dining area and a living room.    Royal Choice Inn  boasts of a highly secure location with a 24-hour monitored CCTV premise, highly trained security guards and the presence of the Nigeria Police Force stationed within the premise with regular external patrol daily.   The welcoming facility offers 24-hour concierge, 24-hour water supply, 24-hour electricity with alternative power supplies and free room service to cater to your needs at all times.   The hotel boasts of a world-class restaurant and onsite bar which is stocked with a wide array of wines, chilled beers, liquors and beverages. It also offers conference and event facilities for weddings, meetings, training sessions, etc. The large conference hall can take a capacity of 1,500 persons in theatre styled seating and 500 in banquet style. While the meeting room can seat 70 persons in theatre styled seating and 30 persons in boardroom style. The conference hall can also be restructured to seat 100 guests for functions or meetings.   Free and sufficient car parking spaces are accessible at this property.    Royal Choice Inn  is beside the Big Church (National Christian/Ecumenical Centre) and directly behind the Central Bank of Nigeria Headquarters. It is just 3 minutes from Abuja International Conference Centre, 5 minutes from the Federal Ministry of Finance Headquarters and 40km from Nnamdi Azikiwe International Airport.   Languages spoken at the reception include English, Igbo, Hausa and Tiv, and guests are invited to request information on the area when needed.     Terms and conditions     Check-In From 14:00 hours    Check-Out By 12:00 hours    Children Max Age: 12     Interesting places     Nigerian National Mosque: 13-min walk, 0.7 mi/1.1 km    World Bank: 5-min drive, 3.4 mi/5.4 km    Millennium Park: 6-min drive, 3.6 mi/5.8 km    Abuja Stadium: 6-min drive, 3.5 mi/5.7 km    Zuma Rock: 39-min drive, 26.4 mi/42.5 km    Aso Villa: 5-min drive, 3.2 mi/5.2 km    Embassy of the European Union: 5-min drive, 2.9 mi/4.7 km    National Hospital Abuja: 4-min drive, 2.5 mi/4 km                             Royal Choice Inn is a budget hotel in   Central Business District ,                             Abuja .",25400,supply offer water environment restructure array event security fit forever cctv location wedding swap severally regular issue airport feature recently friendly beverage screen refrigerator tiv need embassy training receive interesting inn stay union wardrobe car condition living stock electricity church zuma delivery centre style aso reception parking age seating welcome totally walk session language wine concierge beer serene slow kitchenette guard hospital external federal capacity eventually accommodation payment house intercom finance tv choice open time business clean big district okay response mosque seat banquet air equip ought igbo painting speak directly monitor drive min dstv nice tea attendbudget headquarters powerful ecumenical brand rock enjoy work international insist good promise royal cater include area power invite european nnamdi onsite management situate television restaurant hall conference force modern access premise large select english extend suite daily guest christian millennium sufficient flat space alternative child check park comfortable old dining boardroom fully end term wifi conditioner ministry hotel bank arrival world function entertainment new desk accessible channel national service person furnish customer minute information max shower room train police request spacious presence hausa villa facility station confirm staff patrol bar stadium meeting free chilled wide central place highly coffee wall microwave secure liquor theatre property nigerian hour boast headquarter class
royal choice inn formerly (uniben guest house),uniben ugbowo,edo,stay hotel good encounter issue check place environment cool welcome good customer service room stay clean bathroom properly maintain facility available work constant water power supply rating definitely like stay hotel stay hotel good issue check room comfortable neat constant supply electricity stay .the staff friendly environment peaceful enjoy stay doubt hotel good recommend friend family staff friendly efficient curtain room beautiful environment peaceful security professional   hotel place impressed way staff respectful quick duty room neat comfortable food delicious facility work perfectly hope use hotel visit stay good hotel room stay clean television set show clearly mosquito leave joyous meal body item make tea available room forgettable time hotel look nice evening day mosquito swarm room number issue hygiene waste basket empty stay drop key desk come meet like leave speak quality service leave desire find uniben guesthouse pocket friendly locate serene calm campus perfect hibernate simple frill place bare minimum room bathroom facility fairly clean stock basic toiletry air condition water heater work fine power supply constant major concern overall sum n6500 good bargain staff pretty cautious recommend   sensitive traveler hotel good place hospitable efficient staff environment serene clean room structured hot water run bathroom necessary toiletry place need work intercom stressful go reception order hotel totally different expect hotel need total renovation hotel look good room dirty duvet stain bed spread dirty towel give look like rag need work service cleanliness hotel good lot room improvement like fact cockroach room need tidy room like restaurant neat meal delicious stay couple occasion past enjoy relaxed atmosphere greatly professional courteous staff time stay expect internet connection water boiler bathroom function entrance hotel room rain think major issue take consideration stay hotel splendid water heater work hotel need renovation hotel great nice customer service clean tidy environment enjoy stay uniben guest house good university benin good academic function benin,"Security, Adequate Parking, Luggage Storage, Room Service, Air Conditioning, Restaurant, Refrigerator, Flatscreen TV, King sized bed, Wardrobe, Fenced compound","Uniben Guest House is situated at  University of Benin, Ugbowo, Benin-city, Edo, Nigeria.  It is right inside the prominent University of Benin, which means it is appropriate for travellers, visiting researchers, lecturers and students  Uniben Guest House has rooms decorated with modern finesse and comfort. The rooms are equipped with an air conditioner, ornate lampshades, work desk, telephone, flat screen TV with cable channels, a fridge, armchairs and an en-suite bathroom. Categories of rooms available are Single, Double, Double Deluxe and an Executive Double.   It offers buffet breakfast options and a variety of meals can be ordered from the on-site restaurant and enjoyed in the spacious dining area, while drinks can be ordered at the bar on-site.   Uniben Guest House also renders services such as 24-hour front desk, free shuttle service, concierge service, luggage storage, express check-in/check-out, cleaning services, dry cleaning/laundry service and a 24-hour security patrol.   Interesting Places To Visit Near Uniben Guest House  The Royal Palace of the Oba of Benin The Ogiamen house The Benin Moat Igun Street Benin City Nation Museum Emotan Statue Kada Plaza    Terms and Conditions    Cancellation: Cancellation policies vary according to room type.  Children: All children are allowed.  Pets: Pets are not allowed.  Cards accepted: Cash Payments only.                                Royal Choice Inn Formerly (Uniben Guest House) is an affordable hotel in   Benin ,                             Edo .",0,supply deluxe offer water concern definitely minimum environment heater security food look set issue improvement simple friendly card screen fairly professional pretty need comfort number constant laundry entrance basket interesting stay inn plaza condition university respectful electricity stock use dutybuffet bed cleanliness reception nation telephone traveller hygiene bare welcome totally lot concierge couple spread serene curtain hope sensitive fridge statue efficient rain maintain appropriate policy payment house intercom decorate boiler fact choice different think time near clean way render accept hospitable finesse moat beautiful inside academic kada run air mosquito structure equip past evening prominent desire speak oba cleaning cockroach atmosphere friend meet joyous campus pet affordable executive nice tea family like toiletry lampshade enjoy overall work single good type royal fine power area day basic body situate accord properly television frill restaurant towel modern benin stain courteous splendid shuttle key pocket duvet occasion cancellation cash guest suite hibernate find drink variety meal flat bathroom ornate child peaceful check consideration storage rating comfortable visit dining rag swarm term conditioner mean calm stressful connection hotel item vary relaxed quality expect dry cool function double desk traveler order channel allow neat delicious locate service city customer sum total come room guesthouse necessary internet museum spacious major renovation luggage tidy student facility perfectly category right hot great recommend bar staff patrol street available lecturer free perfect site place researcher impress clearly bargain cable greatly express armchairs quick breakfast palace option hour encounter
royal emerald hotel,8 harmony crescent agungi,lagos,stay fair hotel need work employ staff room neat spacious constant supply water electricity enjoy stay good stay hotel get value price pay hotel perfect relaxation environment serene peaceful room comfortable properly clean lovely furniture enjoy stay enjoy stay royal emerald hotel welcome properly exterior look hotel encouraging get room convinced expect well room internet service tell present night cockroach move room disgust think hotel need fumigation time book hotels.ng check royal emerald hotel stay awful sleep night corridor cool room ac work fine night stop completely call come fix start noisy time manage way till morning toilet facility need work bathroom toilet funny toiletry use complain give soap tissue know room mate night battle cockroach good polite staff food good surprise hotel existence rate 4.5 recently lodge emerald hotel reception staff friendly professional location secure beat track room clean ac work switch get cold service good general food okay drink right temperature definitely return,"Restaurant, Bar/Lounge, Security, Wireless Internet, Air Conditioning, 24 Electricity, Adequate Parking, Luggage Storage, Flatscreen TV, In House Dining, Gym, Pool Bar, Fenced compound","Royal Emerald Hotel exudes serenity and warmth. The modern, sleek look of the hotel’s exterior well complements the interior beauty and excellent service delivery customarily enjoyed by guests at this facility. It is perfectly situated in the highbrow Lekki area, at  8, Harmony Crescent, Harmony Estate, Agungi, Lagos . This ultra-modern facility provides the perfect spot for corporate meetings as well as lodging for leisure trips. Royal Emerald Hotel provides a welcoming environment which makes it a preferred place to guests visiting the Lekki area of Lagos.    Available room categories include Standard, Double and Classic. All rooms in Royal Emerald Hotel have private bathrooms, comfortable king sized beds, sofas, flat screen TV with cable connection, hair dryer and free Wi-Fi internet services. Checked-in guests enjoy a complimentary breakfast and can order sumptuous meals at the on-site restaurant at other times. The bar is an ideal location to relax while enjoying a variety of refreshing alcoholic and non-alcoholic drinks and beverages.    Royal Emerald Hotel features modern recreational facilities where guests can unwind and get rejuvenated after a long day. An outdoor swimming pool is available for a refreshing swim and family and friends will find the pool bar an excellent spot to catch some fun while enjoying heart-to-heart discussions in a relaxed environment. The fitness centre is well-equipped with the latest gym equipment where guests can have a workout and keep fit. Also available is a massage parlour where guests can treat themselves to a rejuvenating massage session. An ample parking space and adequate security are ensured. A well-equipped conference centre is available for both corporate and social events.                              Royal Emerald Hotel is a budget hotel in   Lekki ,                             Lagos .",14666,supply price water polite fix definitely environment excellent event fit security lovely look workout food location manage non parlour harmony recently beverage friendly mate feature screen rejuvenate need professional constant corridor stay electricity use soap funny leisure bed adequate delivery centre present reception return refreshing customarily interior ultra parking tissue equipment welcome treat completely session track convince encourage rejuvenating start serene fitness preferred beauty corporate toilet massage sleek dryer relax think ensure time clean way okay catch emerald sofas equip estate heart spot complimentary cockroach friend till know family toiletry swim surprise enjoy work king good royal tell fun include fine area classic outdoor general day rate social situate properly long restaurant conference sumptuous modern private size discussion guest pool morning drink find variety meal flat bathroom space trip peaceful complement value check comfortable visit serenity cold gym connection hotel relaxed expect warmth cool double employ exterior lodge order unwind crescent neat hair late service come ideal room internet alcoholic spacious sleep temperature beat facility exude fumigation perfectly right category standard furniture staff bar meeting highbrow available make free perfect existence site place provide swimming ample relaxation secure cable fair switch breakfast recreational night bookbudget
royal hills hotel,38 anu oluwapo street,lagos,stay homely staff friendly warm service appeal feel like stay long enjoy hospitality check definitely stay hotel visit lagos stay okay feel hotel nice spend brief time good like stay royal hill hotel good enjoy virtually hotel room spacious nice bed enjoy hotel environment aid relaxation complain hotel water pressure shower bathroom high spend time bathroom expect advice management amend stay   royal hill hotel excellent receptionist friendly respectful room comfortable spacious staff swift efficient hotel quiet comfortable food affordable delicious water power supply available love visit soon stay hotel bad issue food delicious time expensive aside stay perfect air conditioner work room clean neatly arrange check bathroom toiletry dstv room work fine hotel pool clean enjoy stay hotel,"Adequate Parking, Security, King sized bed, Bar/Lounge, Air Conditioning, Inter Comm Telephone, In House Dining, Refrigerator","Royal Hills Hotel &amp; Suites is located at  38, ANUOLUWAPO STREET, SOMOLU LAGOS, is a beautiful exclusive hotel in Somolu Lagos. Our location is 2 minutes to Ikorodu Road, 3 minutes to Bariga, 5 minutes to Yaba and 3 minutes to Somolu Local Government Secretariat.     Our 22 furnished rooms are tastefully designed with all the facilities you need to make your stay comfortable. We've got restaurant and bar with both local and continental executive chefs.    We offer the following, Free WiFi, Complementary Breakfast, 24 Hours Power Supply, Maximum Security, Airport Taxi, VIP Lounge, Regular Bar, CLUB, Airport Pickup .                             Royal Hills Hotel is a budget hotel in   Shomolu ,                             Lagos .",16333,supply arrange offer water definitely environment excellent security complementary aid food location regular issue airport friendly need warm stay secretariat respectful bed homely receptionist feel efficient brief time advice clean government okay beautiful vip amp quiet maximum expensive soon air hospitality follow affordable hill dstv nice executive like toiletry neatly swift enjoy work aside road good royal continental hills fine power virtually management pickup long spendbudget restaurant high local appeal suite pool design bathroom furnished check love comfortable visit conditioner wifi hotel expect chef yaba club taxi delicious locate service minute exclusive shower room amend spacious facility bar staff street available free perfect tastefully get relaxation lounge breakfast hour
royal park international hotel,oba oladele olashore way,osun,water room think notice check   staff wonderful environment clean actually look luxury need place close business location stay happy family hotel comfortable security threat service quality okay complaint tv outdated upgrade well one stay great get hotel look atm tell use pos like commend water tap later fix need improve service order food 8 bring 11 take 4hours deliver location perfect go son convenient impressed service desk officer efficient help carry luggage inside room key give immediately get number need love fact breakfast include room rate food taste great room spacious clean shower rest work properly definitely recommend hotels.ng portal friend guy great job treat like queen.just place,"Single Bed, Wi-fi Internet Access, Jacuzzi, DSTV, Room Service, King sized bed, Telephone, Kitchen, Suya Spot, POS, Spa treatment, Event Hall, Flatscreen TV, Shower, Swimming Pool","Royal Park Hotel is a 3 star standard hotel, located iloko-ijesa, Osun state, Nigeria. The hotel has a total number of 89 rooms with 4 different category of rooms, ranging from the Oduduwa suite, Classic suite, Executive twin and Classic room. Part of the hotel's facility is a free Wi-Fi for in-house guest and a banquet hall that can accomodate up to 800 people @ a go.The living spring banquet hall is most suitable for wedding receptions, launching, parties and conference for large participants.Also our oduduwa suite is a world standard Chairman suite. the suite has a twin bedroom with an exquisitely furnished living room, with a Jacuzzi bath in the master bedroom. Infront of the hotel is a football pitch of NFF standard, for club training and also for keeping fit. Adjacent to the hotel is the famous Olashore International School (www.olashoreschool.net), owned by the Ajagbusi Ekun, Oba Oladele Olashore                             Royal Park International Hotel is a top-class hotel in   Iloko Ijesha ,                             Osun .",44988,water later fix definitely upgrade environment security fit food taste look infront location wedding jacuzzi nff accomodate portal need number training stay convenient living use state reception rest adjacent treat people tap efficient immediately house fact think different business clean okay bath inside banquet bring commendschool oba impressed friend famous close keep executive pitch family like work international tell royal chairman master party suitable include happy classic atm rate properly spring officer hall conference son twin launch large key suite guest notice pos luxury star check park love comfortable bedroom football help own hotel quality world desk order job club locate carry range service exquisitely furnish total shower room luggage spacious facility category standard great staff free deliver perfect place actually guy wonderful improve breakfast outdated recommend class
